REF_AREA_LABEL,TIME_PERIOD,INDICATOR_LABEL,OBS_VALUE
Uruguay,2020,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0067979358136653
Uruguay,2021,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0033966950140893
Uruguay,2022,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0067818257957696
United States,1963,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.270904064178467
United States,1964,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.3026680946350098
United States,1965,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.9430299997329712
United States,1966,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.9656000137329104
United States,1967,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.9871200323104856
United States,1968,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.4049420356750488
United States,1969,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.0133850574493408
United States,1970,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.0505199432373047
United States,1971,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.4536269903182983
United States,1972,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.4692720174789429
United States,1973,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.4833630323410034
United States,1974,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.4969780445098877
United States,1975,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.0798649787902832
United States,1976,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.0901750326156616
United States,1977,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.101194977760315
United States,1978,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.1129250526428225
United States,1979,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.1252750158309937
United States,1980,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.1361249685287476
United States,1981,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.1473300457000732
United States,1982,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.6216479539871216
United States,1983,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.1689599752426147
United States,1984,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.17912495136261
United States,1985,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.189620018005371
United States,1986,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.20066499710083
United States,1987,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.2114449739456177
United States,1988,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.2224949598312378
United States,1989,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.2340949773788452
United States,1990,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.2481149435043335
United States,1991,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.2649049758911133
United States,1992,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.2825700044631958
United States,1993,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.2995949983596802
United States,1994,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.315629959106445
United States,1995,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.3313900232315063
United States,1996,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.8857580423355105
United States,1997,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.908599019050598
United States,1998,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.9309779405593872
United States,1999,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.953279972076416
United States,2000,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.9751368761062624
United States,2001,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.9947826862335205
United States,2002,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.013376235961914
United States,2003,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.9010794162750244
United States,2004,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.92805290222168
United States,2005,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.9551661014556885
United States,2006,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.9837992191314697
United States,2007,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.012312173843384
United States,2008,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.0409395694732666
United States,2009,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.0677154064178467
United States,2010,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.093271493911743
United States,2011,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.1158347129821777
United States,2012,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.1387765407562256
United States,2013,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.16059947013855
United States,2014,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.820636034011841
United States,2015,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.848867893218994
United States,2016,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.230717658996582
United States,2017,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.901465654373169
United States,2018,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.2683820724487305
United States,2019,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.283299446105957
United States,2020,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.6630538702011108
United States,2021,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.6640979647636414
United States,2022,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.999256849288941
Uzbekistan,1998,"Population living below the poverty line (2017 PPP, $2.15) (million)",14.191338539123535
Uzbekistan,2000,"Population living below the poverty line (2017 PPP, $2.15) (million)",20.151874542236328
Uzbekistan,2002,"Population living below the poverty line (2017 PPP, $2.15) (million)",20.446983337402344
Uzbekistan,2003,"Population living below the poverty line (2017 PPP, $2.15) (million)",20.95467567443848
Uzbekistan,2022,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.8035959601402283
"Venezuela, RB",1981,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.0510488748550415
"Venezuela, RB",1987,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.287647366523743
"Venezuela, RB",1989,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.025492787361145
"Venezuela, RB",1992,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.9351426362991332
"Venezuela, RB",1995,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.197188377380371
"Venezuela, RB",1998,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.454539060592652
"Venezuela, RB",1999,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.839858055114746
"Venezuela, RB",2001,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.572932004928589
"Venezuela, RB",2002,"Population living below the poverty line (2017 PPP, $2.15) (million)",4.171450138092041
"Venezuela, RB",2003,"Population living below the poverty line (2017 PPP, $2.15) (million)",5.100862503051758
"Venezuela, RB",2004,"Population living below the poverty line (2017 PPP, $2.15) (million)",4.372579097747803
"Venezuela, RB",2005,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.857155799865722
"Venezuela, RB",2006,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.9329527616500848
Viet Nam,1992,"Population living below the poverty line (2017 PPP, $2.15) (million)",30.7854118347168
Viet Nam,1997,"Population living below the poverty line (2017 PPP, $2.15) (million)",18.11136054992676
Viet Nam,2002,"Population living below the poverty line (2017 PPP, $2.15) (million)",23.55289459228516
Viet Nam,2004,"Population living below the poverty line (2017 PPP, $2.15) (million)",16.14813232421875
Viet Nam,2006,"Population living below the poverty line (2017 PPP, $2.15) (million)",12.243016242980955
Viet Nam,2008,"Population living below the poverty line (2017 PPP, $2.15) (million)",9.454512596130373
Viet Nam,2010,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.5361993312835693
Viet Nam,2012,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.5216760635375977
Viet Nam,2014,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.741912007331848
Viet Nam,2016,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.222001552581787
Viet Nam,2018,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.1548478603363037
Viet Nam,2020,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.6865543127059937
Viet Nam,2022,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.9968065619468688
Vanuatu,2010,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0350224561989307
Vanuatu,2019,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0291984993964433
Samoa,2002,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0040583619847893
Samoa,2008,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.002091177040711
Samoa,2013,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0023792160209268
Kosovo,2003,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.043834414333105
Kosovo,2005,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0763708651065826
Kosovo,2006,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0743362382054328
Kosovo,2009,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0610191524028778
Kosovo,2010,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0518735460937023
Kosovo,2011,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0340470299124717
Kosovo,2012,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.014457007870078
Kosovo,2013,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0072724758647382
Kosovo,2014,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0199406687170267
Kosovo,2015,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0143061922863125
Kosovo,2016,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0142205441370606
Kosovo,2017,"Population living below the poverty line (2017 PPP, $2.15) (million)",0.0071640759706497
"Yemen, Rep.",1998,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.4941270351409912
"Yemen, Rep.",2005,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.392958879470825
"Yemen, Rep.",2014,"Population living below the poverty line (2017 PPP, $2.15) (million)",5.984809398651123
South Africa,1993,"Population living below the poverty line (2017 PPP, $2.15) (million)",14.504547119140623
South Africa,2000,"Population living below the poverty line (2017 PPP, $2.15) (million)",17.35477638244629
South Africa,2005,"Population living below the poverty line (2017 PPP, $2.15) (million)",14.0056791305542
South Africa,2008,"Population living below the poverty line (2017 PPP, $2.15) (million)",9.558429718017578
South Africa,2010,"Population living below the poverty line (2017 PPP, $2.15) (million)",9.421929359436035
South Africa,2014,"Population living below the poverty line (2017 PPP, $2.15) (million)",11.396942138671877
Zambia,1991,"Population living below the poverty line (2017 PPP, $2.15) (million)",4.581467151641846
Zambia,1993,"Population living below the poverty line (2017 PPP, $2.15) (million)",4.948987483978272
Zambia,1996,"Population living below the poverty line (2017 PPP, $2.15) (million)",4.213896751403809
Zambia,1998,"Population living below the poverty line (2017 PPP, $2.15) (million)",4.475696563720703
Zambia,2002,"Population living below the poverty line (2017 PPP, $2.15) (million)",6.005443096160889
Zambia,2004,"Population living below the poverty line (2017 PPP, $2.15) (million)",6.927639007568359
Zambia,2006,"Population living below the poverty line (2017 PPP, $2.15) (million)",7.84782075881958
Zambia,2010,"Population living below the poverty line (2017 PPP, $2.15) (million)",8.993842124938965
Zambia,2015,"Population living below the poverty line (2017 PPP, $2.15) (million)",9.970645904541016
Zambia,2022,"Population living below the poverty line (2017 PPP, $2.15) (million)",12.958338737487791
Zimbabwe,2011,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.936611652374268
Zimbabwe,2017,"Population living below the poverty line (2017 PPP, $2.15) (million)",5.065868854522705
Zimbabwe,2019,"Population living below the poverty line (2017 PPP, $2.15) (million)",6.078004360198975
East Asia & Pacific,1981,"Population living below the poverty line (2017 PPP, $2.15) (million)",1137.854248046875
East Asia & Pacific,1982,"Population living below the poverty line (2017 PPP, $2.15) (million)",1132.136962890625
East Asia & Pacific,1983,"Population living below the poverty line (2017 PPP, $2.15) (million)",1115.8172607421875
East Asia & Pacific,1984,"Population living below the poverty line (2017 PPP, $2.15) (million)",1071.4888916015625
East Asia & Pacific,1985,"Population living below the poverty line (2017 PPP, $2.15) (million)",1034.4166259765625
East Asia & Pacific,1986,"Population living below the poverty line (2017 PPP, $2.15) (million)",1011.4451293945312
East Asia & Pacific,1987,"Population living below the poverty line (2017 PPP, $2.15) (million)",972.8619384765624
East Asia & Pacific,1988,"Population living below the poverty line (2017 PPP, $2.15) (million)",909.3478393554688
East Asia & Pacific,1989,"Population living below the poverty line (2017 PPP, $2.15) (million)",1053.81689453125
East Asia & Pacific,1990,"Population living below the poverty line (2017 PPP, $2.15) (million)",1043.7568359375
East Asia & Pacific,1991,"Population living below the poverty line (2017 PPP, $2.15) (million)",1038.768798828125
East Asia & Pacific,1992,"Population living below the poverty line (2017 PPP, $2.15) (million)",1019.0776977539062
East Asia & Pacific,1993,"Population living below the poverty line (2017 PPP, $2.15) (million)",999.6927490234376
East Asia & Pacific,1994,"Population living below the poverty line (2017 PPP, $2.15) (million)",914.95947265625
East Asia & Pacific,1995,"Population living below the poverty line (2017 PPP, $2.15) (million)",841.1978149414062
East Asia & Pacific,1996,"Population living below the poverty line (2017 PPP, $2.15) (million)",778.9668579101562
East Asia & Pacific,1997,"Population living below the poverty line (2017 PPP, $2.15) (million)",781.7293090820312
East Asia & Pacific,1998,"Population living below the poverty line (2017 PPP, $2.15) (million)",810.6697998046875
East Asia & Pacific,1999,"Population living below the poverty line (2017 PPP, $2.15) (million)",758.2564086914062
East Asia & Pacific,2000,"Population living below the poverty line (2017 PPP, $2.15) (million)",722.2089233398438
East Asia & Pacific,2001,"Population living below the poverty line (2017 PPP, $2.15) (million)",679.4736938476562
East Asia & Pacific,2002,"Population living below the poverty line (2017 PPP, $2.15) (million)",602.1640625
East Asia & Pacific,2003,"Population living below the poverty line (2017 PPP, $2.15) (million)",532.5402221679688
East Asia & Pacific,2004,"Population living below the poverty line (2017 PPP, $2.15) (million)",469.0726318359375
East Asia & Pacific,2005,"Population living below the poverty line (2017 PPP, $2.15) (million)",393.0935363769531
East Asia & Pacific,2006,"Population living below the poverty line (2017 PPP, $2.15) (million)",380.9156188964844
East Asia & Pacific,2007,"Population living below the poverty line (2017 PPP, $2.15) (million)",339.5619812011719
East Asia & Pacific,2008,"Population living below the poverty line (2017 PPP, $2.15) (million)",315.00054931640625
East Asia & Pacific,2009,"Population living below the poverty line (2017 PPP, $2.15) (million)",284.0777587890625
East Asia & Pacific,2010,"Population living below the poverty line (2017 PPP, $2.15) (million)",248.69122314453125
East Asia & Pacific,2011,"Population living below the poverty line (2017 PPP, $2.15) (million)",196.93508911132807
East Asia & Pacific,2012,"Population living below the poverty line (2017 PPP, $2.15) (million)",166.5562744140625
East Asia & Pacific,2013,"Population living below the poverty line (2017 PPP, $2.15) (million)",87.03135681152344
East Asia & Pacific,2014,"Population living below the poverty line (2017 PPP, $2.15) (million)",69.37760925292969
East Asia & Pacific,2015,"Population living below the poverty line (2017 PPP, $2.15) (million)",47.29223251342773
East Asia & Pacific,2016,"Population living below the poverty line (2017 PPP, $2.15) (million)",35.217506408691406
East Asia & Pacific,2017,"Population living below the poverty line (2017 PPP, $2.15) (million)",25.048429489135746
East Asia & Pacific,2018,"Population living below the poverty line (2017 PPP, $2.15) (million)",25.209938049316406
East Asia & Pacific,2019,"Population living below the poverty line (2017 PPP, $2.15) (million)",21.124176025390625
East Asia & Pacific,2020,"Population living below the poverty line (2017 PPP, $2.15) (million)",23.34192276000977
East Asia & Pacific,2021,"Population living below the poverty line (2017 PPP, $2.15) (million)",23.41547393798828
East Asia & Pacific,2022,"Population living below the poverty line (2017 PPP, $2.15) (million)",21.336843490600582
Europe & Central Asia,1990,"Population living below the poverty line (2017 PPP, $2.15) (million)",16.81446647644043
Europe & Central Asia,1991,"Population living below the poverty line (2017 PPP, $2.15) (million)",19.70543670654297
Europe & Central Asia,1992,"Population living below the poverty line (2017 PPP, $2.15) (million)",25.89546775817871
Europe & Central Asia,1993,"Population living below the poverty line (2017 PPP, $2.15) (million)",29.73862266540528
Europe & Central Asia,1994,"Population living below the poverty line (2017 PPP, $2.15) (million)",38.30527114868164
Europe & Central Asia,1995,"Population living below the poverty line (2017 PPP, $2.15) (million)",38.35351943969727
Europe & Central Asia,1996,"Population living below the poverty line (2017 PPP, $2.15) (million)",38.38865280151367
Europe & Central Asia,1997,"Population living below the poverty line (2017 PPP, $2.15) (million)",35.56167221069336
Europe & Central Asia,1998,"Population living below the poverty line (2017 PPP, $2.15) (million)",36.510379791259766
Europe & Central Asia,1999,"Population living below the poverty line (2017 PPP, $2.15) (million)",47.40032196044922
Europe & Central Asia,2000,"Population living below the poverty line (2017 PPP, $2.15) (million)",43.57850646972656
Europe & Central Asia,2001,"Population living below the poverty line (2017 PPP, $2.15) (million)",39.27729415893555
Europe & Central Asia,2002,"Population living below the poverty line (2017 PPP, $2.15) (million)",34.98841094970703
Europe & Central Asia,2003,"Population living below the poverty line (2017 PPP, $2.15) (million)",34.516109466552734
Europe & Central Asia,2004,"Population living below the poverty line (2017 PPP, $2.15) (million)",26.01304054260254
Europe & Central Asia,2005,"Population living below the poverty line (2017 PPP, $2.15) (million)",22.23447799682617
Europe & Central Asia,2006,"Population living below the poverty line (2017 PPP, $2.15) (million)",15.621996879577637
Europe & Central Asia,2007,"Population living below the poverty line (2017 PPP, $2.15) (million)",10.41381549835205
Europe & Central Asia,2008,"Population living below the poverty line (2017 PPP, $2.15) (million)",6.641952037811279
Europe & Central Asia,2009,"Population living below the poverty line (2017 PPP, $2.15) (million)",5.711930751800537
Europe & Central Asia,2010,"Population living below the poverty line (2017 PPP, $2.15) (million)",5.73043155670166
Europe & Central Asia,2011,"Population living below the poverty line (2017 PPP, $2.15) (million)",4.314061164855957
Europe & Central Asia,2012,"Population living below the poverty line (2017 PPP, $2.15) (million)",4.332432746887207
Europe & Central Asia,2013,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.385489225387573
Europe & Central Asia,2014,"Population living below the poverty line (2017 PPP, $2.15) (million)",4.859720706939697
Europe & Central Asia,2015,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.905923843383789
Europe & Central Asia,2016,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.4335973262786865
Europe & Central Asia,2017,"Population living below the poverty line (2017 PPP, $2.15) (million)",3.4485132694244385
Europe & Central Asia,2018,"Population living below the poverty line (2017 PPP, $2.15) (million)",1.978629469871521
Europe & Central Asia,2019,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.483799695968628
Europe & Central Asia,2020,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.490566730499268
Europe & Central Asia,2021,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.48872447013855
Europe & Central Asia,2022,"Population living below the poverty line (2017 PPP, $2.15) (million)",2.477637767791748
Latin America & Caribbean,1981,"Population living below the poverty line (2017 PPP, $2.15) (million)",56.01092147827149
Latin America & Caribbean,1982,"Population living below the poverty line (2017 PPP, $2.15) (million)",59.82938003540039
Latin America & Caribbean,1983,"Population living below the poverty line (2017 PPP, $2.15) (million)",71.75467681884766
Latin America & Caribbean,1984,"Population living below the poverty line (2017 PPP, $2.15) (million)",71.74034881591797
Latin America & Caribbean,1985,"Population living below the poverty line (2017 PPP, $2.15) (million)",67.70281219482422
Latin America & Caribbean,1986,"Population living below the poverty line (2017 PPP, $2.15) (million)",49.69721603393555
Latin America & Caribbean,1987,"Population living below the poverty line (2017 PPP, $2.15) (million)",61.82431411743164
Latin America & Caribbean,1988,"Population living below the poverty line (2017 PPP, $2.15) (million)",65.56907653808594
Latin America & Caribbean,1989,"Population living below the poverty line (2017 PPP, $2.15) (million)",64.69959259033203
Latin America & Caribbean,1990,"Population living below the poverty line (2017 PPP, $2.15) (million)",71.1756362915039
Latin America & Caribbean,1991,"Population living below the poverty line (2017 PPP, $2.15) (million)",70.27729797363281
Latin America & Caribbean,1992,"Population living below the poverty line (2017 PPP, $2.15) (million)",71.10094451904297
Latin America & Caribbean,1993,"Population living below the poverty line (2017 PPP, $2.15) (million)",71.9014663696289
Latin America & Caribbean,1994,"Population living below the poverty line (2017 PPP, $2.15) (million)",67.5161361694336
Latin America & Caribbean,1995,"Population living below the poverty line (2017 PPP, $2.15) (million)",66.75152587890625
Latin America & Caribbean,1996,"Population living below the poverty line (2017 PPP, $2.15) (million)",74.15418243408203
Latin America & Caribbean,1997,"Population living below the poverty line (2017 PPP, $2.15) (million)",74.36486053466797
Latin America & Caribbean,1998,"Population living below the poverty line (2017 PPP, $2.15) (million)",74.54597473144531
Latin America & Caribbean,1999,"Population living below the poverty line (2017 PPP, $2.15) (million)",76.71762084960938
Latin America & Caribbean,2000,"Population living below the poverty line (2017 PPP, $2.15) (million)",71.15145874023438
Latin America & Caribbean,2001,"Population living below the poverty line (2017 PPP, $2.15) (million)",70.58851623535156
Latin America & Caribbean,2002,"Population living below the poverty line (2017 PPP, $2.15) (million)",66.77777862548828
Latin America & Caribbean,2003,"Population living below the poverty line (2017 PPP, $2.15) (million)",66.04100036621094
Latin America & Caribbean,2004,"Population living below the poverty line (2017 PPP, $2.15) (million)",61.43995666503906
Latin America & Caribbean,2005,"Population living below the poverty line (2017 PPP, $2.15) (million)",58.88977813720703
Latin America & Caribbean,2006,"Population living below the poverty line (2017 PPP, $2.15) (million)",49.57334518432617
Latin America & Caribbean,2007,"Population living below the poverty line (2017 PPP, $2.15) (million)",43.39760208129883
Latin America & Caribbean,2008,"Population living below the poverty line (2017 PPP, $2.15) (million)",39.91243743896485
Latin America & Caribbean,2009,"Population living below the poverty line (2017 PPP, $2.15) (million)",38.6365852355957
Latin America & Caribbean,2010,"Population living below the poverty line (2017 PPP, $2.15) (million)",34.399017333984375
Latin America & Caribbean,2011,"Population living below the poverty line (2017 PPP, $2.15) (million)",32.416290283203125
Latin America & Caribbean,2012,"Population living below the poverty line (2017 PPP, $2.15) (million)",30.382753372192383
Latin America & Caribbean,2013,"Population living below the poverty line (2017 PPP, $2.15) (million)",27.69292259216309
Latin America & Caribbean,2014,"Population living below the poverty line (2017 PPP, $2.15) (million)",26.153478622436523
Latin America & Caribbean,2015,"Population living below the poverty line (2017 PPP, $2.15) (million)",25.18537139892578
Latin America & Caribbean,2016,"Population living below the poverty line (2017 PPP, $2.15) (million)",26.66828727722168
Latin America & Caribbean,2017,"Population living below the poverty line (2017 PPP, $2.15) (million)",26.915163040161133
Latin America & Caribbean,2018,"Population living below the poverty line (2017 PPP, $2.15) (million)",26.51924705505371
Latin America & Caribbean,2019,"Population living below the poverty line (2017 PPP, $2.15) (million)",26.736309051513672
Latin America & Caribbean,2020,"Population living below the poverty line (2017 PPP, $2.15) (million)",24.363149642944336
Latin America & Caribbean,2021,"Population living below the poverty line (2017 PPP, $2.15) (million)",29.020158767700195
Latin America & Caribbean,2022,"Population living below the poverty line (2017 PPP, $2.15) (million)",22.70816802978516
Middle East and North Africa,1985,"Population living below the poverty line (2017 PPP, $2.15) (million)",14.405336380004885
Middle East and North Africa,1986,"Population living below the poverty line (2017 PPP, $2.15) (million)",15.28297233581543
Middle East and North Africa,1987,"Population living below the poverty line (2017 PPP, $2.15) (million)",16.40488052368164
Middle East and North Africa,1988,"Population living below the poverty line (2017 PPP, $2.15) (million)",15.99742603302002
Middle East and North Africa,1989,"Population living below the poverty line (2017 PPP, $2.15) (million)",16.222627639770508
Middle East and North Africa,1990,"Population living below the poverty line (2017 PPP, $2.15) (million)",15.032634735107422
Middle East and North Africa,1991,"Population living below the poverty line (2017 PPP, $2.15) (million)",14.952095985412598
Middle East and North Africa,1992,"Population living below the poverty line (2017 PPP, $2.15) (million)",13.34385108947754
Middle East and North Africa,1993,"Population living below the poverty line (2017 PPP, $2.15) (million)",13.12635326385498
Middle East and North Africa,1994,"Population living below the poverty line (2017 PPP, $2.15) (million)",12.105242729187012
Middle East and North Africa,1995,"Population living below the poverty line (2017 PPP, $2.15) (million)",12.357227325439451
Middle East and North Africa,1996,"Population living below the poverty line (2017 PPP, $2.15) (million)",10.728219985961914
Middle East and North Africa,1997,"Population living below the poverty line (2017 PPP, $2.15) (million)",9.84750270843506
Middle East and North Africa,1998,"Population living below the poverty line (2017 PPP, $2.15) (million)",9.207530975341797
Middle East and North Africa,1999,"Population living below the poverty line (2017 PPP, $2.15) (million)",9.10698127746582
Middle East and North Africa,2000,"Population living below the poverty line (2017 PPP, $2.15) (million)",8.707595825195312
Middle East and North Africa,2001,"Population living below the poverty line (2017 PPP, $2.15) (million)",8.87936019897461
Middle East and North Africa,2003,"Population living below the poverty line (2017 PPP, $2.15) (million)",8.590655326843262
Middle East and North Africa,2004,"Population living below the poverty line (2017 PPP, $2.15) (million)",8.455772399902344
Middle East and North Africa,2005,"Population living below the poverty line (2017 PPP, $2.15) (million)",8.63575553894043
Middle East and North Africa,2006,"Population living below the poverty line (2017 PPP, $2.15) (million)",8.490728378295898
Middle East and North Africa,2007,"Population living below the poverty line (2017 PPP, $2.15) (million)",8.325129508972168
Middle East and North Africa,2008,"Population living below the poverty line (2017 PPP, $2.15) (million)",8.483169555664062
Middle East and North Africa,2009,"Population living below the poverty line (2017 PPP, $2.15) (million)",7.609365940093994
Middle East and North Africa,2010,"Population living below the poverty line (2017 PPP, $2.15) (million)",6.699976444244385
Middle East and North Africa,2011,"Population living below the poverty line (2017 PPP, $2.15) (million)",7.192580699920654
Middle East and North Africa,2012,"Population living below the poverty line (2017 PPP, $2.15) (million)",8.071512222290039
Middle East and North Africa,2013,"Population living below the poverty line (2017 PPP, $2.15) (million)",9.357213020324709
Middle East and North Africa,2014,"Population living below the poverty line (2017 PPP, $2.15) (million)",10.68226146697998
Middle East and North Africa,2015,"Population living below the poverty line (2017 PPP, $2.15) (million)",14.371352195739746
Middle East and North Africa,2016,"Population living below the poverty line (2017 PPP, $2.15) (million)",17.39712905883789
Middle East and North Africa,2017,"Population living below the poverty line (2017 PPP, $2.15) (million)",18.910079956054688
Middle East and North Africa,2018,"Population living below the poverty line (2017 PPP, $2.15) (million)",19.24054908752441
South Asia,1981,"Population living below the poverty line (2017 PPP, $2.15) (million)",552.18017578125
South Asia,1982,"Population living below the poverty line (2017 PPP, $2.15) (million)",554.02197265625
South Asia,1983,"Population living below the poverty line (2017 PPP, $2.15) (million)",542.4093017578125
South Asia,1984,"Population living below the poverty line (2017 PPP, $2.15) (million)",544.7450561523438
South Asia,1985,"Population living below the poverty line (2017 PPP, $2.15) (million)",544.72509765625
South Asia,1986,"Population living below the poverty line (2017 PPP, $2.15) (million)",547.3939819335938
South Asia,1987,"Population living below the poverty line (2017 PPP, $2.15) (million)",555.0320434570312
South Asia,1988,"Population living below the poverty line (2017 PPP, $2.15) (million)",554.958740234375
South Asia,1989,"Population living below the poverty line (2017 PPP, $2.15) (million)",563.4697875976562
South Asia,1990,"Population living below the poverty line (2017 PPP, $2.15) (million)",570.7491455078125
South Asia,1991,"Population living below the poverty line (2017 PPP, $2.15) (million)",566.1683349609375
South Asia,1992,"Population living below the poverty line (2017 PPP, $2.15) (million)",558.745361328125
South Asia,1993,"Population living below the poverty line (2017 PPP, $2.15) (million)",564.2034912109375
South Asia,1994,"Population living below the poverty line (2017 PPP, $2.15) (million)",556.7437744140625
South Asia,1995,"Population living below the poverty line (2017 PPP, $2.15) (million)",558.5216674804688
South Asia,1996,"Population living below the poverty line (2017 PPP, $2.15) (million)",549.57861328125
South Asia,2002,"Population living below the poverty line (2017 PPP, $2.15) (million)",592.742919921875
South Asia,2003,"Population living below the poverty line (2017 PPP, $2.15) (million)",581.2403564453125
South Asia,2004,"Population living below the poverty line (2017 PPP, $2.15) (million)",565.736572265625
South Asia,2005,"Population living below the poverty line (2017 PPP, $2.15) (million)",549.0941772460938
